[build] device=cuda:0  params total=1,548,592,467  trainable=4,878,163
[probe pre-train] {'cross_attn.lift_time[0].w_abs_mean': 0.08888682723045349, 'topic_enc.down_project[0].w_abs_mean': 0.012753468006849289, 'bundle_time._axis_raw_abs_mean': 0.056366968899965286}
step  47  total=1.4182  psa=2.716  baa=0.103  cbi=0.043  rec=0.0000  wp=0.000  dt=0.2s
step  48  total=0.9012  psa=1.685  baa=0.101  cbi=0.040  rec=0.0000  wp=0.000  dt=0.2s
step  49  total=0.7550  psa=1.390  baa=0.101  cbi=0.048  rec=0.0000  wp=0.000  dt=0.2s
step  50  total=1.2278  psa=2.336  baa=0.102  cbi=0.044  rec=0.0000  wp=0.000  dt=0.2s
step  51  total=1.3429  psa=2.567  baa=0.102  cbi=0.043  rec=0.0000  wp=0.000  dt=0.2s
step  52  total=0.8946  psa=1.672  baa=0.101  cbi=0.042  rec=0.0000  wp=0.000  dt=0.2s
step  53  total=0.6585  psa=1.199  baa=0.101  cbi=0.043  rec=0.0000  wp=0.000  dt=0.2s
step  54  total=1.1874  psa=2.253  baa=0.101  cbi=0.052  rec=0.0000  wp=0.000  dt=0.2s
step  55  total=1.2604  psa=2.402  baa=0.102  cbi=0.041  rec=0.0000  wp=0.000  dt=0.2s
step  56  total=0.8145  psa=1.511  baa=0.100  cbi=0.043  rec=0.0000  wp=0.000  dt=0.2s
step  57  total=0.6268  psa=1.136  baa=0.101  cbi=0.043  rec=0.0000  wp=0.000  dt=0.2s
step  58  total=1.0571  psa=1.992  baa=0.101  cbi=0.054  rec=0.0000  wp=0.000  dt=0.2s
step  59  total=1.1866  psa=2.256  baa=0.101  cbi=0.040  rec=0.0000  wp=0.000  dt=0.2s
[probe post-train] {'cross_attn.lift_time[0].w_abs_mean': 0.08892306685447693, 'topic_enc.down_project[0].w_abs_mean': 0.01285192184150219, 'bundle_time._axis_raw_abs_mean': 0.056972745805978775}
[train] elapsed 15.7s  avg/step=0.26s
[save] wrote ckpt/v4_trained.pt
